,LSOA,crime_per_1000,Postcode,LSOA2,Latitude,Longitude
4046,E01004149,44.812601846822375,SM1 3AA,E00020888,51.3708,-0.19304100000000002
4047,E01004150,54.8854041013269,SM2 5DH,E00020899,51.358945,-0.18704400000000002
4048,E01004151,39.747807017543856,SM2 5HN,E00020901,51.357592,-0.186149
4049,E01004152,81.42340168878167,SM2 6PJ,E00020903,51.356736,-0.19595
4050,E01004153,35.57744937055282,SM2 6UF,E00020921,51.35216,-0.194866
4051,E01004154,20.905923344947738,SM2 5HU,E00020916,51.355205,-0.177813
4052,E01004155,36.41055045871559,SM2 6SH,E00020915,51.35495,-0.199122
4053,E01004156,61.46841206602163,SM2 6LX,E00020932,51.358359,-0.196259
4054,E01004157,19.80982567353407,SM1 2DH,E00020938,51.357206,-0.208441
4055,E01004158,36.41732283464567,SM2 6JY,E00020940,51.357673,-0.201931
4056,E01004159,34.90627020038785,SM1 2JH,E00020929,51.366977,-0.21113400000000002
4057,E01004160,36.357986326911124,SM1 2EH,E00020959,51.36136,-0.205421
4058,E01004161,44.137931034482754,SM1 2EP,E00020931,51.363941,-0.206641
4059,E01004162,50.831202046035806,SM1 2SH,E00020958,51.362611,-0.198491
4060,E01004163,64.21725239616613,SM5 2ZU,E00020975,51.373965000000005,-0.16633499999999998
4061,E01004164,82.81573498964804,SM5 2DD,E00020971,51.376883,-0.160888
4062,E01004165,69.70740103270224,SM5 2TD,E00020982,51.374204,-0.17361
4063,E01004166,53.02515295717199,SM5 2HP,E00020994,51.370773,-0.162382
4064,E01004167,106.21761658031089,SM5 2RR,E00020983,51.374102,-0.176876
4065,E01004168,42.55989911727617,SM1 3BG,E00020991,51.370934999999996,-0.17793499999999998
4066,E01004169,79.64601769911505,SM5 2BU,E00166827,51.37948,-0.165971
4067,E01004170,94.20289855072464,SM5 2XT,E00021005,51.36016,-0.153111
4068,E01004171,43.589743589743584,SM6 7BY,E00021034,51.370014000000005,-0.152442
4069,E01004172,81.5450643776824,SM5 3EH,E00021018,51.366281,-0.15523599999999999
4070,E01004173,37.68115942028986,SM6 8DQ,E00021022,51.365624,-0.145522
4071,E01004174,48.52459016393443,SM6 8AG,E00021028,51.363413,-0.14671700000000001
4072,E01004175,34.47259870359458,SM6 7ZR,E00021030,51.373987,-0.15173599999999998
4073,E01004176,53.85139740967962,SM5 2TN,E00021035,51.36983,-0.159604
4074,E01004177,46.45542427497315,SM6 0BL,E00021047,51.357876,-0.15196800000000002
4075,E01004178,153.8821328344247,SM6 9AX,E00021049,51.357814000000005,-0.14465999999999998
4076,E01004179,36.24595469255664,SM6 9AT,E00021044,51.357157,-0.144643
4077,E01004180,25.338833235120802,SM6 0XA,E00021041,51.350635,-0.15471500000000002
4078,E01004181,41.95804195804196,SM6 0UB,E00021057,51.353629,-0.15066
4079,E01004182,56.4312736443884,SM6 8TH,E00021067,51.360376,-0.14343599999999998
4080,E01004183,80.50603795284646,SM5 1HA,E00021076,51.384728,-0.176655
4081,E01004184,63.051702395964696,CR4 4AU,E00021096,51.384051,-0.166708
4082,E01004185,98.0653769179453,CR4 4JQ,E00021072,51.384234,-0.158897
4083,E01004186,45.47945205479452,CR4 4JL,E00021073,51.382533,-0.159914
4084,E01004187,55.79531442663378,SM5 1PG,E00021100,51.381671999999995,-0.16980699999999999
4085,E01004188,66.05800214822771,SM6 7QG,E00021104,51.375865999999995,-0.15801099999999998
4086,E01004189,72.47514390371533,SM5 1EP,E00021086,51.390124,-0.17782
4087,E01004190,28.75629043853343,KT4 8LZ,E00021115,51.375789000000005,-0.229384
4088,E01004191,63.45029239766081,KT4 8RZ,E00021118,51.374879,-0.228672
4089,E01004192,37.198563365828626,KT4 8JQ,E00021132,51.381367,-0.23792
4090,E01004193,39.61993546073862,KT4 8FD,E00166817,51.383804,-0.234938
4091,E01004194,52.79503105590062,SM3 9DW,E00021137,51.379464,-0.220275
4092,E01004195,51.0688836104513,KT4 8YL,E00021127,51.379976,-0.242902
4093,E01004196,38.79598662207358,SM3 9DL,E00021112,51.376903000000006,-0.222185
4094,E01004197,173.25117796303007,E2  9HJ,E00021170,51.533201,-0.053390999999999994
4095,E01004198,147.0971950424005,E2  9RL,E00021156,51.53004,-0.057404
4096,E01004199,97.54562617998741,E2  6QU,E00021149,51.531101,-0.059061
4097,E01004200,85.51769331585845,E2  7SY,E00021155,51.531525,-0.061825
4098,E01004201,95.55690809494827,E2  9QA,E00021143,51.53188,-0.045835
4099,E01004202,159.42857142857142,E2  7XZ,E00167245,51.532724,-0.06041900000000001
4100,E01004203,202.01771653543307,E2  6NE,E00021167,51.527125,-0.062228
4101,E01004204,84.72142446869616,E2  7AA,E00021159,51.529256,-0.063825
4102,E01004205,102.74869109947645,E1  5PR,E00021180,51.5217,-0.059345
4103,E01004206,105.54442217768872,E2  6JW,E00021216,51.524359000000004,-0.058655
4104,E01004207,142.9075511644319,E1  4DT,E00021214,51.52213,-0.046786
4105,E01004208,290.1826484018265,E1  1DE,E00021193,51.518861,-0.062219000000000003
4106,E01004209,100.78069552874379,E2  0EZ,E00021199,51.526808,-0.05229400000000001
4107,E01004211,268.3776932826363,E2  6HD,E00021204,51.525099,-0.06263200000000001
4108,E01004212,157.63688760806915,E1  5QT,E00021203,51.523767,-0.055479999999999995
4109,E01004214,43.28087167070218,E14 3JP,E00021244,51.497506,-0.008708
4110,E01004215,127.70630687166614,E14 3BQ,E00021224,51.495253999999996,-0.013229
4111,E01004216,39.250146455770356,E14 3HS,E00021258,51.492265,-0.007741
4112,E01004217,75.54347826086956,E14 3HR,E00021227,51.492781,-0.007964
4113,E01004218,60.12658227848102,E14 3GB,E00021257,51.492702,-0.005446
4114,E01004219,115.7079646017699,E14 0AB,E00167180,51.508619,-0.010154999999999999
4115,E01004221,86.97916666666666,E14 3FB,E00021240,51.500603999999996,-0.007925
4116,E01004222,95.24686809137805,E3  5PB,E00167246,51.536081,-0.033527999999999995
4117,E01004223,95.0258094791178,E3  2JN,E00021268,51.537504999999996,-0.029457999999999998
4118,E01004224,154.53728661275832,E9  5GH,E00167199,51.543193,-0.024944
4119,E01004225,69.77225672877847,E3  2UH,E00021287,51.53132,-0.021002
4120,E01004226,159.265350877193,E3  5HB,E00021262,51.53105,-0.029016000000000004
4121,E01004228,71.99602780536246,E3  2DQ,E00021327,51.528926,-0.033721
4122,E01004229,89.31977113795296,E3  2AL,E00021306,51.526876,-0.027884
4123,E01004230,78.94736842105263,E3  5QN,E00021321,51.531304999999996,-0.037281
4124,E01004231,147.60147601476015,E3  2AG,E00021328,51.529046,-0.025916
4125,E01004232,179.4496487119438,E3  4PA,E00021308,51.526225,-0.030882
4126,E01004233,64.90384615384616,E3  5GF,E00021309,51.535033,-0.034338
4127,E01004234,152.23274695534505,E3  5SX,E00021295,51.532334999999996,-0.04508
4128,E01004235,44.23495286439449,E3  3BJ,E00021351,51.528264,-0.015801
4129,E01004236,76.25211029825549,E3  3NR,E00021360,51.525674,-0.015769
4130,E01004237,114.39114391143912,E3  3HB,E00021331,51.527343,-0.017138
4131,E01004238,132.64012173471977,E3  3FB,E00167215,51.523951000000004,-0.013321000000000001
4132,E01004239,83.43265792610251,E3  3HS,E00021359,51.52562,-0.016334
4133,E01004240,62.46529705719045,E3  4HB,E00021333,51.524177,-0.020332
4134,E01004241,72.0,E3  4BF,E00021346,51.519826,-0.023086000000000002
4135,E01004242,112.33603125872175,E3  3QF,E00021330,51.521196,-0.019538999999999997
4136,E01004243,52.06013363028953,E14 0NB,E00021374,51.514497999999996,-0.0042060000000000005
4137,E01004244,119.71153846153847,E14 6EQ,E00021367,51.512766,-0.017699
4138,E01004245,91.187270501836,E14 0LU,E00021369,51.512708,-0.002612
4139,E01004246,114.32325886990802,E14 6SF,E00021385,51.514907,-0.016684
4140,E01004247,167.91219056515646,E14 6AQ,E00167161,51.512744,-0.014284
4141,E01004248,99.34426229508196,E14 6PR,E00021383,51.517259,-0.012214000000000001
4142,E01004249,98.85458167330677,E14 0NE,E00167234,51.515427,-0.006529000000000001
4143,E01004250,82.60507698709945,E14 6EL,E00021394,51.515135,-0.019528
4144,E01004251,123.23279924599434,E14 7WD,E00021432,51.514567,-0.034383
4145,E01004252,114.3530264588619,E14 7WY,E00167085,51.513197,-0.028301999999999997
4146,E01004253,67.88372917405175,E14 6FU,E00021405,51.512904999999996,-0.021138
4147,E01004254,128.9991796554553,E14 7HU,E00167154,51.511140000000005,-0.033291
4148,E01004255,105.71768910065515,E14 8JD,E00021408,51.509638,-0.026323000000000003
4149,E01004256,99.19261822376009,E14 8EL,E00021416,51.510283,-0.021884999999999998
4150,E01004257,100.77720207253886,E14 0BP,E00021400,51.51088,-0.015706
4151,E01004258,67.49496306245803,E14 8BS,E00021420,51.510246,-0.032004000000000005
4152,E01004259,257.28732897085064,E2  0PX,E00021468,51.526577,-0.047619
4153,E01004260,90.41095890410959,E2  0RN,E00021462,51.528537,-0.047622000000000005
4154,E01004261,121.30062305295951,E1  4BL,E00021473,51.522348,-0.04372
4155,E01004262,226.97947214076248,E1  4DX,E00021475,51.522633,-0.04675
4156,E01004263,72.0658888126287,E1  4EL,E00021442,51.524893,-0.045875
4157,E01004264,81.17498420720152,E1  4PH,E00021474,51.521937,-0.039039
4158,E01004266,62.98955613577023,E2  9PU,E00021449,51.530557,-0.047968000000000004
4159,E01004267,132.2849213691027,E3  4NX,E00021477,51.526537,-0.022132
4160,E01004268,64.33054393305439,E3  4LY,E00021501,51.526177000000004,-0.027468
4161,E01004269,143.3049708911778,E3  4LH,E00021478,51.525874,-0.030335
4162,E01004270,132.7717609306057,E3  4HL,E00021483,51.519315999999996,-0.032333
4163,E01004271,82.9552819183409,E3  4JX,E00021487,51.519721999999994,-0.027601999999999998
4164,E01004272,89.8488120950324,E3  4GP,E00021491,51.518712,-0.026363
4165,E01004273,100.77874484654146,E14 7GA,E00021495,51.514433000000004,-0.028047000000000002
4166,E01004274,43.31087584215592,E14 3RB,E00021531,51.489603,-0.020505000000000002
4167,E01004275,42.30769230769231,E14 8QR,E00167080,51.490511,-0.019428
4168,E01004276,20.724154359218677,E14 3WW,E00021537,51.487006,-0.017434
4169,E01004277,317.1571696931747,E14 4QP,E00167159,51.506577,-0.026095
4170,E01004280,51.01495726495727,E14 8ND,E00167133,51.497846,-0.027755000000000002
4171,E01004281,30.28664142779881,E14 9YA,E00021525,51.49047,-0.020697999999999998
4172,E01004283,63.541263076327,E1  3AN,E00167260,51.517702,-0.048719
4173,E01004284,103.41482343810634,E1  3FJ,E00167259,51.519977000000004,-0.041746
4174,E01004285,63.80753138075314,E14 7RR,E00167240,51.516506,-0.034761
4175,E01004286,110.03303055326177,E14 7RW,E00167239,51.515459,-0.035051
4176,E01004287,53.57864941366761,E1  3EY,E00021590,51.515722,-0.052984
4177,E01004288,89.50617283950616,E1  0HJ,E00021560,51.51316,-0.042197000000000005
4178,E01004289,71.2474645030426,E1  0QP,E00021583,51.515281,-0.048621
4179,E01004290,176.06177606177607,E1  3FB,E00021569,51.520676,-0.050769
4180,E01004291,70.36833424958769,E1  9XF,E00021612,51.50484,-0.05509
4181,E01004292,47.78353483016695,E1W 2QP,E00021599,51.505507,-0.064947
4182,E01004293,258.1192438196801,E1W 1BB,E00021635,51.507624,-0.067912
4183,E01004294,188.42291789722387,E98 1NP,E00021625,51.508024,-0.06439299999999999
4184,E01004295,68.88499708114419,E1  0BJ,E00021616,51.510176,-0.061262
4185,E01004296,111.95928753180662,E1  9TY,E00021627,51.506721,-0.058987
4186,E01004297,54.806070826306915,E1W 3SP,E00021603,51.506012,-0.054189999999999995
4187,E01004298,126.60550458715598,E1  0AA,E00021641,51.512496999999996,-0.052098
4188,E01004300,61.03448275862069,E1W 3DT,E00021654,51.510556,-0.047827999999999996
4189,E01004301,73.48596750369276,E1  0DW,E00021655,51.509877,-0.056259
4190,E01004302,80.37018996590356,E1  2QB,E00167222,51.511755,-0.055084
4191,E01004303,99.49573312645461,E1W 3XL,E00021656,51.508365000000005,-0.051294000000000006
4192,E01004304,112.61705273533761,E1  2BX,E00021659,51.51455,-0.058740999999999995
4193,E01004305,80.23774145616643,E1W 3DE,E00021668,51.511445,-0.048886
4194,E01004306,211.49553571428572,E1  5EU,E00021694,51.520897,-0.070104
4195,E01004307,340.4215976331361,E1  6UW,E00021676,51.520528000000006,-0.07502
4196,E01004308,109.86703988803359,E1  5AF,E00021677,51.520446,-0.067845
4197,E01004309,254.317367220593,E1  6TD,E00167078,51.51682,-0.069901
4198,E01004310,178.2736635605689,E1  7QA,E00021690,51.515097999999995,-0.073476
4199,E01004311,159.36896329684484,E2  7NA,E00021703,51.527705,-0.075626
4200,E01004312,67.30178242163491,E2  6BY,E00021706,51.526728999999996,-0.068776
4201,E01004313,113.63636363636363,E2  6BD,E00021711,51.526812,-0.06777799999999999
4202,E01004314,234.71223021582736,E2  7TE,E00021732,51.528335999999996,-0.070784
4203,E01004315,200.70216500877706,E2  7JP,E00021700,51.526071,-0.076329
4204,E01004316,192.8386540120794,E2  7EY,E00021718,51.524958000000005,-0.074271
4205,E01004317,272.5169648365207,E2  6EX,E00021701,51.524407000000004,-0.065933
4206,E01004318,133.46613545816732,E2  7SE,E00021727,51.53051,-0.070086
4207,E01004319,95.77603143418467,E1  1PG,E00021752,51.512138,-0.065704
4208,E01004321,173.83025027203482,E1  2DA,E00021733,51.514974,-0.061
4209,E01004322,271.61438408569245,E1  5XY,E00021761,51.519026000000004,-0.058075
4210,E01004323,131.939908556499,E1  3EW,E00021763,51.515708000000004,-0.054842999999999996
4211,E01004324,63.11576354679803,E1  3BN,E00021755,51.518298,-0.053248000000000004
4212,E01004325,212.67933307483523,E1  1JX,E00167094,51.517321,-0.06593099999999999
4213,E01004326,177.0700636942675,E1  2HX,E00021767,51.515937,-0.056174
4214,E01004327,85.44839255499154,E11 3NF,E00021802,51.556483,0.013731
4215,E01004328,64.36170212765957,E11 3PS,E00021770,51.558668,0.009572
4216,E01004329,52.1978021978022,E11 3NW,E00021773,51.557934,0.017762
4217,E01004330,34.4336937962436,E11 3LL,E00171511,51.556699,0.010091
4218,E01004331,51.724137931034484,E7  0AT,E00021784,51.553843,0.018231
4219,E01004332,87.06331877729258,E11 3JQ,E00021782,51.554294,0.009278
4220,E01004333,64.60834762721555,E11 3EH,E00021789,51.562329,0.010541
4221,E01004334,93.06204136090727,E11 3HN,E00021797,51.561054999999996,0.008826
4222,E01004335,96.90778575372721,E15 2DH,E00021833,51.552713,0.002299
4223,E01004336,89.70831040176115,E11 4ER,E00021821,51.556841,-0.00456
4224,E01004337,56.20723362658846,E15 2BG,E00021834,51.552246999999994,0.00062
4225,E01004338,47.04225352112676,E11 4HD,E00021824,51.554404,-0.003498
4226,E01004339,60.87187666135035,E11 4PS,E00021811,51.561624,0.007076000000000001
4227,E01004340,70.66666666666667,E11 4DD,E00021815,51.559906,0.0018789999999999998
4228,E01004341,135.78185865331108,E11 4NN,E00021820,51.557798999999996,0.005682
4229,E01004342,117.90978115230014,E17 4PB,E00021850,51.592852,-0.017015
4230,E01004343,45.022371364653246,E17 4HN,E00021854,51.600892,-0.005965
4231,E01004344,93.64908503767492,E17 5AP,E00021857,51.599012,-0.015462
4232,E01004345,53.90428211586902,E17 4JP,E00021843,51.596643,-0.009356
4233,E01004346,61.35693215339233,E17 5DL,E00021860,51.599926,-0.022209
4234,E01004347,60.13745704467354,E17 4NR,E00021870,51.596747,-0.018723
4235,E01004348,129.6229802513465,E17 4JT,E00021867,51.594590999999994,-0.0066159999999999995
4236,E01004349,65.90752242926155,E4  7PB,E00021902,51.638669,-0.010118
4237,E01004350,74.25742574257426,E4  7JL,E00021878,51.634121,-0.010779
4238,E01004351,48.994974874371856,E4  7LY,E00021882,51.632218,-0.004635
4239,E01004352,83.7257980115123,E4  7AY,E00021884,51.634913,0.009747
4240,E01004353,41.14097641250686,E4  6AU,E00021888,51.633359000000006,0.013869
4241,E01004354,120.30286034772855,E4  8ZQ,E00021891,51.63325,0.008156
4242,E01004355,80.34610630407911,E4  8HG,E00021926,51.62551,-0.009437000000000001
4243,E01004356,57.04697986577181,E4  8BT,E00021909,51.624832,-0.01669
4244,E01004357,56.245912361020274,E4  7JQ,E00021911,51.632391999999996,-0.007474
4245,E01004358,71.47129186602871,E4  7EX,E00021913,51.630565999999995,0.000495
4246,E01004359,46.74556213017751,E4  7JB,E00021922,51.626852,0.00047599999999999997
4247,E01004360,33.854166666666664,E4  9SS,E00021938,51.621588,-0.0056359999999999995
4248,E01004361,46.360153256704976,E4  8AT,E00021936,51.623470000000005,-0.01857
4249,E01004362,64.80380499405469,E11 1XN,E00021950,51.574352000000005,0.008979000000000001
4250,E01004363,159.3939393939394,E10 6EQ,E00021969,51.576203,-0.003048
4251,E01004364,90.06734006734007,E10 6ET,E00021954,51.575285,-0.004575
4252,E01004365,112.16494845360825,E10 6AX,E00021971,51.575688,-0.009796
4253,E01004366,59.25737538148525,E10 6HZ,E00021956,51.572858000000004,-0.001492
4254,E01004367,120.8358570563295,E10 6JA,E00021957,51.573473,-0.0016809999999999998
4255,E01004368,67.02619414483821,E10 6HU,E00021960,51.57245,-0.004468
4256,E01004369,60.54461181923523,E10 6NJ,E00021997,51.564689,-0.007593000000000001
4257,E01004370,92.37691900476443,E10 6LB,E00021991,51.56762,-0.005978
4258,E01004371,56.446991404011456,E11 4BE,E00021979,51.565003999999995,0.001367
4259,E01004372,32.29908443540183,E11 4BN,E00021974,51.563552,-0.002607
4260,E01004373,57.165861513687595,E10 6PR,E00022005,51.563395,-0.005514
4261,E01004374,54.719917012448136,E11 4BT,E00022007,51.563146,-0.001456
4262,E01004375,62.7931214174049,E10 5PP,E00021981,51.55932,-0.007553
4263,E01004376,54.23151750972763,E11 4SF,E00021988,51.557711,-0.0049689999999999995
4264,E01004377,77.43362831858407,IG8 9NL,E00022029,51.602419,0.009987000000000001
4265,E01004378,59.905412506568574,E17 4BQ,E00022035,51.59387,-0.000699
4266,E01004379,80.078125,E4  9JB,E00022036,51.613362,-0.001013
4267,E01004380,76.64233576642336,E4  9PR,E00022016,51.606734,0.00479
4268,E01004381,91.98734844491302,E4  9NN,E00022028,51.603053,-0.00135
4269,E01004382,58.803535010197145,E4  9LW,E00022018,51.607192,-0.0094
4270,E01004383,47.778454047474135,IG8 9PQ,E00022026,51.603257,0.0046229999999999995
4271,E01004384,95.84415584415584,E4  6NF,E00022053,51.618649,0.002686
4272,E01004385,68.1016231474947,IG8 0WE,E00022055,51.610855,0.019863
4273,E01004386,38.707799767171124,IG8 9SU,E00022072,51.615121,0.012353
4274,E01004387,28.257978723404257,E4  9QL,E00022044,51.611938,0.0049759999999999995
4275,E01004388,94.41233140655106,E4  9RF,E00022048,51.609839,0.001504
4276,E01004389,64.7870425914817,E4  6ES,E00022049,51.625237,0.011342
4277,E01004390,64.36567164179105,E4  6HT,E00022052,51.621445,0.011174
4278,E01004391,74.66181061394381,N17 9NQ,E00022115,51.58632,-0.048466
4279,E01004392,236.0648918469218,E17 7AF,E00171483,51.582436,-0.031311
4280,E01004393,75.49611734253666,E17 7AU,E00022084,51.582840000000004,-0.03828
4281,E01004394,65.97222222222223,E17 7DF,E00022089,51.583196,-0.034295
4282,E01004395,49.049662783568365,E17 7HP,E00022097,51.57907,-0.040304
4283,E01004396,42.79045643153527,E17 6LW,E00022103,51.586977000000005,-0.034002
4284,E01004397,495.0019992003199,E17 7ZZ,E00022088,51.58412,-0.021307
4285,E01004398,55.582406959884,E17 5QQ,E00022137,51.596293,-0.041469
4286,E01004399,79.10628019323671,E17 5SW,E00022131,51.601468,-0.032582
4287,E01004400,87.54208754208754,E17 5RZ,E00022122,51.5966,-0.032937
4288,E01004401,86.98453608247422,E17 6AA,E00022124,51.591558,-0.039564
4289,E01004402,48.071548351034096,E17 5SL,E00022149,51.593243,-0.032288
4290,E01004403,98.60335195530726,E17 5HN,E00022120,51.597153999999996,-0.028451
4291,E01004404,59.6958174904943,E17 6GP,E00171517,51.591910999999996,-0.037571
4292,E01004405,109.19185687847008,E17 9AZ,E00022171,51.577456,-0.013789
4293,E01004406,72.72256728778467,E17 8LN,E00022169,51.577409,-0.017947
4294,E01004407,86.76470588235294,E17 3DY,E00022174,51.588639,-0.009317
4295,E01004408,72.95373665480427,E17 4RR,E00022177,51.587609,-0.018095
4296,E01004409,136.5546218487395,E17 0NF,E00022184,51.585503,-0.018014
4297,E01004410,93.54997538158543,E17 9TP,E00022190,51.581345,-0.010357
4298,E01004411,73.15668202764977,E17 9QJ,E00022153,51.581041,-0.017327000000000002
4299,E01004412,70.79119571683522,E17 9QR,E00022161,51.581509999999994,-0.015328999999999999
4300,E01004413,85.1063829787234,E4  6NN,E00022225,51.619954,0.000534
4301,E01004414,94.51219512195122,E4  6TD,E00022226,51.620378,-0.014371
4302,E01004415,57.13383838383838,E4  9EX,E00022207,51.617178,-0.011824
4303,E01004416,68.40193704600485,E4  9JA,E00022204,51.613593,-0.0029530000000000003
4304,E01004417,87.2159090909091,E4  9DT,E00022209,51.614964,-0.014866999999999998
4305,E01004418,60.07281553398058,E4  9DE,E00022216,51.610968,-0.015749000000000003
4306,E01004419,75.62767911818737,E4  8SE,E00022221,51.605106,-0.014777
4307,E01004420,184.19833178869325,E17 8JA,E00022259,51.574484999999996,-0.018912
4308,E01004421,52.17584369449378,E17 8NE,E00022234,51.572659,-0.026364999999999996
4309,E01004422,173.5632183908046,E10 7FD,E00022239,51.572635,-0.036728
4310,E01004423,68.334937439846,E10 7HH,E00022244,51.571271,-0.017637
4311,E01004424,133.4396597554492,E10 7RL,E00022231,51.569039000000004,-0.023953
4312,E01004425,68.7269372693727,E17 8EZ,E00022242,51.570703,-0.026075
4313,E01004426,40.93886462882096,E10 7AR,E00022252,51.568115999999996,-0.019333000000000003
4314,E01004427,55.80865603644647,E10 7LP,E00022256,51.567172,-0.030570999999999997
4315,E01004428,72.89002557544758,E10 5TH,E00022270,51.562025,-0.019136
4316,E01004429,70.6723133933298,E10 5LE,E00022305,51.56046,-0.013822
4317,E01004430,237.80760626398208,E10 5NH,E00022279,51.555257,-0.008712000000000001
4318,E01004432,65.81740976645435,E10 5DT,E00022292,51.56882,-0.014178999999999999
4319,E01004434,93.06141584622597,E10 7DA,E00022296,51.565721999999994,-0.01974
4320,E01004435,82.81665190434012,E10 5GW,E00022269,51.563139,-0.011109
4321,E01004436,115.18915866741953,E11 2ZF,E00022340,51.569196000000005,0.007078
4322,E01004437,60.128141941843275,E11 1AZ,E00022313,51.571222999999996,0.003199
4323,E01004438,227.2940074906367,E11 3DB,E00022326,51.567778000000004,0.012195999999999999
4324,E01004439,69.3409742120344,E11 4AN,E00022325,51.567468,0.0019079999999999998
4325,E01004440,110.21505376344086,E11 3TA,E00022320,51.564032,0.008798
4326,E01004441,49.08338261383797,E11 3DZ,E00022311,51.566178,0.013683
4327,E01004442,32.115171650055366,E11 1JH,E00022334,51.572734999999994,0.006786
4328,E01004443,90.5856595511768,E17 9PX,E00022357,51.581066,-0.018827
4329,E01004444,98.48189957181782,E17 7QX,E00022351,51.581441,-0.025581
4330,E01004445,66.82436428149025,E17 7QT,E00022345,51.580155,-0.023457
4331,E01004446,62.79683377308708,E17 8AN,E00022365,51.576808,-0.035711
4332,E01004447,47.82833505687694,E17 8JU,E00022348,51.575693,-0.018050999999999998
4333,E01004448,171.30115424973766,E17 8RR,E00022362,51.576121,-0.030617000000000002
4334,E01004449,83.70786516853933,E17 8FE,E00022343,51.575238,-0.026282
4335,E01004450,48.7225193107546,E4  8EY,E00022385,51.616765,-0.028352
4336,E01004451,44.08418657565415,E4  8AF,E00022408,51.621877000000005,-0.023826
4337,E01004452,136.60555884092255,E4  8LQ,E00022382,51.615247,-0.01939
4338,E01004453,100.3562945368171,E4  8PB,E00022394,51.613088,-0.028395999999999998
4339,E01004454,61.974200785193496,E4  8PR,E00022396,51.611296,-0.024516
4340,E01004455,324.5177349097698,E4  8SY,E00022403,51.602934000000005,-0.020316
4341,E01004456,157.73067331670822,E4  8YU,E00022402,51.608821,-0.025505
4342,E01004457,63.49206349206349,E17 5LD,E00022433,51.590325,-0.023997
4343,E01004458,72.264631043257,E17 5LN,E00022431,51.590231,-0.030685000000000004
4344,E01004459,55.131964809384165,E17 5NA,E00022420,51.594011,-0.026032
4345,E01004460,123.6613972463029,E17 4PT,E00022423,51.592558000000004,-0.018789
4346,E01004461,66.14699331848551,E17 6FE,E00022410,51.588840000000005,-0.033532
4347,E01004462,88.82978723404256,E17 6PN,E00022444,51.586211999999996,-0.027481000000000002
4348,E01004463,59.458103361766184,E17 5EX,E00022414,51.594749,-0.025047
4349,E01004464,123.10030395136778,E17 9EW,E00022454,51.585304,-0.006258
4350,E01004465,39.27881519639408,E17 9HY,E00022482,51.581573,-0.003101
4351,E01004466,58.8949605343048,E17 9NB,E00022481,51.581577,-0.008673
4352,E01004467,79.36851211072664,E17 9JD,E00022456,51.580079,-0.006212
4353,E01004468,70.49086757990868,E17 3PR,E00022471,51.593214,0.009263
4354,E01004469,77.94117647058823,E17 4AD,E00022458,51.59258,0.002146
4355,E01004470,109.66904607397794,E17 3EU,E00022466,51.587827000000004,-0.008139
4356,E01004471,53.99449035812672,E17 3LH,E00022469,51.589242,-0.001422
4357,E01004472,57.55395683453238,SW128BJ,E00022488,51.450292,-0.153593
4358,E01004473,54.28403755868545,SW129ZP,E00022501,51.445068,-0.1474
4359,E01004474,287.3033098209441,SW129AF,E00022496,51.446381,-0.150239
4360,E01004475,50.8100147275405,SW120PJ,E00022489,51.443225,-0.144553
4361,E01004476,166.37529137529137,SW4 9AE,E00022519,51.452845,-0.147862
4362,E01004477,43.849323131253676,SW128AN,E00022516,51.452919,-0.15368800000000002
4363,E01004478,36.14843250159949,SW116JX,E00022510,51.455512,-0.15676500000000002
4364,E01004479,44.66019417475728,SW128UE,E00022525,51.450983,-0.161553
4365,E01004480,62.32214001138304,SW129PZ,E00022531,51.449377,-0.146362
4366,E01004481,90.21406727828746,SW178SP,E00022570,51.433454,-0.159681
4367,E01004482,51.778907242693776,SW178ST,E00022575,51.432014,-0.157279
4368,E01004483,47.54973313925279,SW178ED,E00022577,51.431529,-0.154479
4369,E01004484,50.102249488752555,SW129JR,E00022549,51.439892,-0.147062
4370,E01004485,90.76633165829145,SW129HR,E00022540,51.441790000000005,-0.149331
4371,E01004486,57.66369047619048,SW129HH,E00022556,51.436675,-0.144919
4372,E01004487,40.880503144654085,SW129JX,E00022544,51.43956,-0.148256
4373,E01004488,47.33333333333333,SW178RE,E00022557,51.436927000000004,-0.15348399999999998
4374,E01004489,54.532056005895356,SW178QY,E00022566,51.435283,-0.15301800000000002
4375,E01004490,44.17670682730924,SW183TE,E00022603,51.436899,-0.185642
4376,E01004491,30.03003003003003,SW170BF,E00170925,51.435896,-0.176071
4377,E01004492,77.17520858164481,SW170AB,E00022610,51.433935999999996,-0.18189
4378,E01004493,65.96230725299829,SW189BE,E00170915,51.44823,-0.191525
4379,E01004494,115.22511848341233,SW184NR,E00022615,51.448975,-0.190834
4380,E01004495,60.150375939849624,SW184DZ,E00022622,51.446298,-0.18984600000000001
4381,E01004496,107.56259580991313,SW183QF,E00022588,51.440558,-0.185598
4382,E01004497,53.622159090909086,SW183PW,E00022592,51.439282,-0.181001
4383,E01004498,53.98618957940992,SW184HE,E00022596,51.439084,-0.187959
4384,E01004499,53.52393617021277,SW152QS,E00022637,51.458099,-0.204652
4385,E01004500,36.392405063291136,SW156DP,E00022649,51.45742,-0.21970599999999998
4386,E01004501,41.13520408163265,SW156BY,E00022639,51.456468,-0.224536
4387,E01004502,41.64017800381436,SW181RL,E00022643,51.45653,-0.20144600000000001
4388,E01004503,44.94047619047619,SW152HR,E00022648,51.455523,-0.20851
